x,raw,classical_denoised,classical_baseline,classical_corrected,dl_denoised,dl_baseline,dl_corrected
0,48.30436699726697,37.315414866104724,31.59439523858326,5.721019627521464,0.13328899443149567,-0.12841877847515387,0.26170777290664954
1,33.136231565289364,38.06130288048464,31.63757054341849,6.4237323370661485,0.2068813592195511,-0.12713605631166564,0.3340174155312167
2,27.481459230117256,38.59878299218069,31.680746420355682,6.918036571825006,0.13262678682804108,-0.12585330797740008,0.25848009480544115
3,52.69096281380645,38.94536023292068,31.723924083870024,7.221436149050653,0.22343659400939941,-0.12457047389983833,0.34800706790923774
4,89.3466980029744,39.118539634432416,31.767105440240357,7.351434194192059,0.055208075791597366,-0.12328746865845205,0.17849554445004942
5,0.0,39.13582622844371,31.810293117889135,7.325533110554577,0.1749710589647293,-0.12200417203200607,0.2969752309967354
6,21.638064847782083,39.014725046682365,31.853490480382206,7.161234566300159,0.18160316348075867,-0.12072044594971065,0.3023236094304693
7,24.75166455736784,38.77274112087619,31.89670162383873,6.8760394970374605,0.14911110699176788,-0.11943612264325298,0.26854722963502087
8,0.0,38.42737948275298,31.939931360501333,6.487448122251649,0.015175984241068363,-0.11815100411195935,0.1333269883530277
9,44.96637533050413,37.99614516404056,31.983185190216584,6.012959973823978,-0.09612370282411575,-0.11686486550043304,0.020741162676317287
10,12.793885567589566,37.496543196466725,32.02646926157588,5.470073934890841,-0.028589077293872833,-0.11557746862057856,0.08698839132670573
11,20.84067195257204,36.94607861175928,32.06979032446663,4.8762882872926525,-0.2112109363079071,-0.11428857321018421,-0.0969223630977229
12,106.8221833894062,36.36225644164604,32.11315567578362,4.249100765862423,0.01384671963751316,-0.11299793030819909,0.12684464994571226
13,105.85232818369626,35.7625817178548,32.156573100050466,3.606008617804335,-0.07830044627189636,-0.11170625048496705,0.03340580421307068
14,11.229370960963603,35.164559472113375,32.20005080670089,2.964508665412488,-0.03212187439203262,-0.11041423162636692,0.0782923572343343
15,35.371089073590426,34.585694736148746,32.24359736576947,2.3420973703792782,0.01782022789120674,-0.10912256827769717,0.12694279616890392
16,0.0,34.966483707533435,32.28722164374164,2.6792620637917963,0.08759386092424393,-0.10783194715502051,0.19542580807926443
17,56.03718234121516,33.647682482808044,32.330932741312566,1.316749741495478,0.026647817343473434,-0.10654304228011996,0.1331908596235934
18,0.0,32.71320263307151,32.37474002710361,0.3384626059678979,0.5078113675117493,-0.1052565081321978,0.613067875643947
19,16.16167755411572,35.33328563644175,32.41865300141113,2.914632635030621,0.35547518730163574,-0.10397298587137031,0.45944817317300607
20,83.74011014314289,37.9100922503989,32.46268119837771,5.447411052021188,0.9056733250617981,-0.10269305535096616,1.0083663804127643
21,63.86782732111928,36.62603897249979,32.50683444360919,4.119204528890599,0.9184969663619995,-0.10141725047949669,1.0199142168414963
22,0.0,34.45234617683566,32.551123107452554,1.9012230693831071,0.6858264803886414,-0.1001460043288352,0.7859724847174766
23,49.57139334273724,35.745299712619286,32.59555797217517,3.1497417404441137,1.1664220094680786,-0.09887964797943329,1.265301657447512
24,0.0,33.52920934979114,32.640150010166735,0.8890593396244029,0.4813571274280548,-0.09761843391449401,0.5789755613425488
25,0.0,33.83193598634744,32.68491050879113,1.147025477556312,0.5345650315284729,-0.09636248808705475,0.6309275196155276
26,31.79537363488686,31.968265197051306,32.72985084431814,-0.7615856472668376,0.3210202753543854,-0.09511187855259674,0.4161321539069821
27,87.31931983604623,30.36822433544294,32.774982507720146,-2.4067581722772076,0.08674468100070953,-0.09386661027384921,0.18061129127455874
28,0.0,34.258980408468624,32.82030945027159,1.4386709581970365,-0.022084861993789673,-0.09262664660032598,0.0705417846065363
29,24.060666058810373,37.48620567633349,32.865811796341006,4.620393879992484,-0.2442297637462616,-0.09139193282041175,-0.15283783092584985
30,69.83918558236388,38.80342669511486,32.911469814164036,5.891956880950822,-0.005574873648583889,-0.09016240716831268,0.0845875335197288
31,34.916200235941034,38.06583270919508,32.95726423401572,5.108568475179361,-0.08194570243358612,-0.08893952097276117,0.006993818539175051
32,59.92805289081899,38.78001973250039,33.00317637536677,5.776843357133622,-0.049913689494132996,-0.08772471710373622,0.037811027609603226
33,50.425258075264,37.795640962336925,33.04918806854474,4.746452893792188,0.12166722863912582,-0.08651943773183501,0.20818666637096084
34,0.0,39.22987541864058,33.095281721561484,6.134593697079097,0.5058708190917969,-0.08532512124655192,0.5911959403383488
35,44.69502734812884,38.69902459203112,33.14144021707418,5.557584374956946,0.5434201955795288,-0.08414318521871472,0.6275633807982435
36,40.42602300832365,42.008302377722366,33.18764705119933,8.820655326523038,0.7996363043785095,-0.08297498809955713,0.8826112924780667
37,80.40667282288135,45.437904590326,33.2338862758119,12.204018314514101,0.6499972939491272,-0.08182182558397479,0.731819119533102
38,10.760916202753627,45.599367527366425,33.28014282485239,12.319224702514035,0.8053601980209351,-0.08068490510573405,0.8860451031266691
39,47.46395414841683,46.98193252728266,33.32640285266312,13.655529674619537,0.7370127439498901,-0.07956536091668931,0.8165781048665794
40,37.07370955839514,42.29919390692329,33.37265374550887,8.926540161414422,0.2802748680114746,-0.07846423866418462,0.3587391066756592
41,47.608117816295966,38.07632507673033,33.418884255207395,4.657440821522933,0.8313615918159485,-0.07738250233775347,0.9087440941537019
42,45.40959125657718,36.024423019995105,33.465084026230464,2.5593389937646407,0.4262552261352539,-0.07632108005301871,0.5025763061882726
43,25.207905342847763,38.55494871173167,33.511243168793925,5.043705542937744,0.6041022539138794,-0.07528080905119375,0.6793830629650731
44,61.88416541166124,40.090632748236374,33.55735204904756,6.533280699188815,0.30850231647491455,-0.07426247631586133,0.3827647927907759
45,14.22830734476819,38.27697011933252,33.60340153751169,4.673568581820831,0.15613648295402527,-0.07326680089229796,0.22940328384632325
46,79.81336231164326,40.089246170531034,33.649383158034716,6.439863012496318,0.17751602828502655,-0.07229446354930093,0.24981049183432746
47,10.91520122373224,42.88840916264027,33.69528890182192,9.193120260818354,-0.029867254197597504,-0.0713461221153391,0.041478867917741594
